Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
9.0,5084878,25,203395.1,199008.0,4096,465314,151954.3,Pow_GPU_DT_HALF_DT_HALF_kernel
8.1,4539598,14,324257.0,287201.0,285185,546018,93946.4,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(T1::Params)
6.4,3600779,6,600129.8,557570.0,427457,815394,176527.6,void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x256_32x3_nn_align8>(T1::Params)
5.8,3269610,15,217974.0,248161.0,3936,354465,122021.3,Div_GPU_DT_HALF_DT_HALF_kernel
5.7,3189866,22,144993.9,134704.5,27201,311521,86903.1,Sub_GPU_DT_HALF_DT_HALF_kernel
5.4,3059975,180,16999.9,1392.0,1088,239649,40719.4,Mul_GPU_DT_FLOAT_DT_FLOAT_kernel
4.9,2753832,156,17652.8,2144.0,1120,230977,44379.0,Pow_GPU_DT_FLOAT_DT_FLOAT_kernel
4.1,2277576,122,18668.7,1664.0,1408,230017,46314.2,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<const float, const float, (int)1>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>>, Eigen::GpuDevice>, long>(T1, T2)"
4.0,2258947,17,132879.2,128960.0,27521,332033,79240.5,Mul_GPU_DT_HALF_DT_HALF_kernel
3.5,1949221,196,9945.0,1376.0,1088,237857,31378.8,AddV2_GPU_DT_FLOAT_DT_FLOAT_kernel
3.4,1891107,623,3035.5,1472.0,1120,109537,6665.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorSlicingOp<const Eigen::array<int, (unsigned long)2>, const Eigen::array<int, (unsigned long)2>, Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>, Eigen::GpuDevice>, int>(T1, T2)"
3.2,1801061,16,112566.3,117152.5,4224,170561,52691.2,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<unsigned short, (int)4, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorShufflingOp<const Eigen::array<int, (unsigned long)4>, const Eigen::TensorMap<Eigen::Tensor<const unsigned short, (int)4, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
2.6,1433126,19,75427.7,63168.0,1376,161121,58246.4,AddV2_GPU_DT_HALF_DT_HALF_kernel
2.4,1348165,34,39651.9,18096.0,10720,633442,105918.0,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x128_16x5_nn_align4>(T1::Params)
2.4,1333316,10,133331.6,124912.0,59968,321185,72114.0,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_256x128_16x3_nn_align4>(T1::Params)
2.0,1147908,9,127545.3,134752.0,78304,174497,30095.8,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x256_16x3_nn_align4>(T1::Params)
2.0,1102530,33,33410.0,3264.0,1344,177568,59392.8,SquaredDifference_GPU_DT_FLOAT_DT_FLOAT_kernel
1.8,1033731,71,14559.6,4320.0,3008,87488,18877.4,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(T1::Params)
1.8,1020931,20,51046.6,12192.0,7072,665090,145434.8,"void tensorflow::concat_variable_kernel<float, int, (bool)1>(tensorflow::GpuDeviceArrayStruct<const T1 *, (int)8>, tensorflow::GpuDeviceArrayStruct<T2, (int)8>, T2, T2, T1 *)"
1.7,941027,30,31367.6,31120.0,26368,44288,5127.9,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x128_16x6_nn_align4>(T1::Params)
1.5,861153,103,8360.7,1280.0,1056,122208,22718.3,Sub_GPU_DT_FLOAT_DT_FLOAT_kernel
1.3,722531,14,51609.4,47808.0,2112,131297,38981.4,Cast_GPU_DT_FLOAT_DT_HALF_kernel
1.3,708196,14,50585.4,31712.0,2080,154977,46129.3,Cast_GPU_DT_HALF_DT_FLOAT_kernel
1.2,652224,72,9058.7,8000.0,4320,30144,5219.3,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4>(T1::Params)
1.2,646722,90,7185.8,3200.0,1376,104929,12214.9,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)3, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSlicingOp<const Eigen::DSizes<int, (int)3>, const Eigen::DSizes<int, (int)3>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)3, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
1.1,627938,86,7301.6,1440.0,1056,195393,25324.7,Div_GPU_DT_FLOAT_DT_FLOAT_kernel
1.1,597473,1,597473.0,597473.0,597473,597473,0.0,"void tensorflow::split_v_kernel<float, int, (bool)0>(const T1 *, tensorflow::GpuDeviceArrayStruct<T2, (int)8>, T2, T2, tensorflow::GpuDeviceArrayStruct<T1 *, (int)8>)"
1.0,569761,6,94960.2,83504.0,18848,173952,59534.9,Rsqrt_GPU_DT_HALF_DT_HALF_kernel
0.9,515938,36,14331.6,2352.0,1280,111328,29028.9,"void tensorflow::functor::RowReduceKernel<float *, float *, tensorflow::functor::Sum<float>>(T1, T2, int, int, T3, std::iterator_traits<T1>::value_type)"
0.9,502658,8,62832.3,58576.0,7712,135649,34730.9,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
0.6,360866,14,25776.1,11696.0,4704,199201,50404.5,"void tensorflow::<unnamed>::concat_fixed_kernel<float, int>(tensorflow::GpuDeviceArrayStruct<const T1 *, (int)8>, int, int, int, T1 *)"
0.5,298849,56,5336.6,1696.0,1184,70785,11729.0,"void tensorflow::functor::RowReduceKernel<float *, float *, tensorflow::functor::Prod<float>>(T1, T2, int, int, T3, std::iterator_traits<T1>::value_type)"
0.5,296897,39,7612.7,5600.0,1664,19328,5151.5,"void tensorflow::functor::ColumnReduceSimpleKernel<float *, tensorflow::TransformOutputIterator<float, float, tensorflow::functor::DividesBy<float, float>, long>, tensorflow::functor::Sum<float>>(T1, T2, int, int, int, T3)"
0.4,218657,5,43731.4,40352.0,1152,133569,53795.1,"void tensorflow::functor::RowReduceKernel<const float *, float *, cub::Max>(T1, T2, int, int, T3, std::iterator_traits<T1>::value_type)"
0.4,209216,1,209216.0,209216.0,209216,209216,0.0,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_nn
0.4,198144,34,5827.8,3328.0,1280,22432,5350.3,"void tensorflow::functor::ColumnReduceSimpleKernel<float *, float *, tensorflow::functor::Prod<float>>(T1, T2, int, int, int, T3)"
0.3,185409,2,92704.5,92704.5,63424,121985,41408.9,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.3,170112,5,34022.4,45856.0,1280,73600,31019.8,"void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::<unnamed>::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float *, cub::Sum>(T1, T2, int, int, T3, std::iterator_traits<T1>::value_type)"
0.3,148960,2,74480.0,74480.0,73600,75360,1244.5,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params)
0.3,145312,5,29062.4,28832.0,1952,81248,31875.9,"void tensorflow::<unnamed>::GenerateNormalizedProb<float, float, (int)4>(const T1 *, const T2 *, const T1 *, T1 *, int, int, bool)"
0.2,124704,47,2653.3,2240.0,1536,3968,885.2,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.2,114209,2,57104.5,57104.5,37184,77025,28171.8,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(T1::Params)
0.2,109792,36,3049.8,2688.0,1664,14496,2089.7,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.2,107585,2,53792.5,53792.5,44480,63105,13169.9,Log_GPU_DT_HALF_DT_HALF_kernel
0.2,104129,5,20825.8,3520.0,2496,83008,35013.1,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.2,98912,1,98912.0,98912.0,98912,98912,0.0,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.2,97376,67,1453.4,1344.0,1184,3616,404.8,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSelectOp<const Eigen::TensorMap<Eigen::Tensor<const bool, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.2,93120,20,4656.0,3536.0,2784,15488,3006.6,ampere_sgemm_32x128_nn
0.1,83840,22,3810.9,2448.0,2400,6944,1799.5,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorBroadcastingOp<const Eigen::array<int, (unsigned long)2>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.1,80160,26,3083.1,1216.0,1120,18912,4757.7,Log_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,76256,1,76256.0,76256.0,76256,76256,0.0,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align8>(T1::Params)
0.1,68640,2,34320.0,34320.0,2336,66304,45232.2,Neg_GPU_DT_HALF_DT_HALF_kernel
0.1,66464,31,2144.0,1056.0,1024,18304,3585.2,Rsqrt_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,64384,5,12876.8,1920.0,1696,57024,24679.2,Reciprocal_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,60321,50,1206.4,1152.0,1120,1920,151.5,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<float>, const Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.1,60288,13,4637.5,4640.0,4416,4864,131.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)5, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.1,55392,1,55392.0,55392.0,55392,55392,0.0,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<Eigen::half, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_logistic_op<Eigen::half>, const Eigen::TensorMap<Eigen::Tensor<const Eigen::half, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.1,48800,36,1355.6,1152.0,1088,4768,728.2,Minimum_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,46178,38,1215.2,1120.0,1088,2240,238.2,Maximum_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,45888,19,2415.2,1504.0,1344,18240,3835.9,Tanh_GPU_DT_FLOAT_DT_FLOAT_kernel
0.1,45088,12,3757.3,1568.0,1152,28960,7942.1,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.1,41568,25,1662.7,1504.0,1344,3808,497.6,"void tensorflow::functor::RowReduceKernel<float *, tensorflow::TransformOutputIterator<float, float, tensorflow::functor::DividesBy<float, float>, long>, tensorflow::functor::Sum<float>>(T1, T2, int, int, T3, std::iterator_traits<T1>::value_type)"
0.1,39712,16,2482.0,2384.0,2272,3168,303.6,"void cub::DeviceReduceSingleTileKernel<cub::DeviceReducePolicy<bool, int, int, cub::Sum>::Policy600, const bool *, int *, int, cub::Sum, int>(T2, T3, T4, T5, T6)"
0.1,37920,31,1223.2,1216.0,1152,1536,80.0,NotEqual_GPU_DT_FLOAT_DT_BOOL_kernel
0.1,36480,1,36480.0,36480.0,36480,36480,0.0,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align1>(T1::Params)
0.1,34048,28,1216.0,1200.0,1088,1440,99.7,Equal_GPU_DT_INT64_DT_BOOL_kernel
0.1,30976,8,3872.0,1200.0,1056,16320,5534.5,Neg_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,26528,3,8842.7,8192.0,8128,10208,1182.8,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4>(T1::Params)
0.0,25024,3,8341.3,6784.0,6752,11488,2725.1,"void tensorflow::<unnamed>::SplitOpKernel<float>(const T1 *, int, int, int, tensorflow::GpuDeviceArrayStruct<T1 *, (int)8>)"
0.0,22816,17,1342.1,1312.0,1280,1792,121.6,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,22464,1,22464.0,22464.0,22464,22464,0.0,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(T1::Params)
0.0,22112,1,22112.0,22112.0,22112,22112,0.0,Pow_GPU_DT_DOUBLE_DT_DOUBLE_kernel
0.0,21984,14,1570.3,1232.0,1216,3136,671.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_logistic_op<float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,21600,3,7200.0,5120.0,5088,11392,3630.4,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nn
0.0,20928,8,2616.0,2608.0,2496,2784,88.5,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x64_16x10_nn_align4>(T1::Params)
