Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,20608,13,1585.2,1504.0,1440,1760,149.3,"void cub::DeviceSelectSweepKernel<cub::DispatchSelectIf<cub::CountingInputIterator<int, long>, cub::TransformInputIterator<bool, tensorflow::functor::<unnamed>::IsNonzero<bool>, const bool *, long>, tensorflow::functor::WhereOutputIterator<(int)1>, int *, cub::NullType, cub::NullType, int, (bool)0>::PtxSelectIfPolicyT, cub::CountingInputIterator<int, long>, cub::TransformInputIterator<bool, tensorflow::functor::<unnamed>::IsNonzero<bool>, const bool *, long>, tensorflow::functor::WhereOutputIterator<(int)1>, int *, cub::ScanTileState<int, (bool)1>, cub::NullType, cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)"
0.0,18976,13,1459.7,1472.0,1312,1536,53.1,"void tensorflow::GatherOpKernel<tensorflow::AlignedVector<float, (int)1>, long, (bool)1>(const T1 *, const T2 *, T1 *, long, long, long, long)"
0.0,18560,7,2651.4,1504.0,1440,9248,2912.8,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorSelectOp<const Eigen::TensorBroadcastingOp<const Eigen::IndexList<Eigen::type2index<(long)1>, int>, const Eigen::TensorReshapingOp<const Eigen::IndexList<int, Eigen::type2index<(long)1>>, const Eigen::TensorMap<Eigen::Tensor<const bool, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,18240,10,1824.0,1696.0,1472,2560,419.7,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,16896,14,1206.9,1232.0,1056,1344,90.0,LogicalOr_GPU_DT_BOOL_DT_BOOL_kernel
0.0,16544,8,2068.0,2064.0,1760,2368,195.7,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,16448,13,1265.2,1248.0,1184,1344,48.2,LogicalAnd_GPU_DT_BOOL_DT_BOOL_kernel
0.0,15616,1,15616.0,15616.0,15616,15616,0.0,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.0,15488,15,1032.5,1024.0,1024,1088,19.0,IsNan_GPU_DT_FLOAT_DT_BOOL_kernel
0.0,15264,13,1174.2,1184.0,1056,1216,37.8,"void tensorflow::functor::PropagateWhereIndicesKernel<(int)1, int>(T2, Eigen::array<T2, T1>, long *)"
0.0,14432,5,2886.4,2848.0,2848,3008,69.4,ampere_sgemm_32x32_sliced1x4_nn
0.0,14176,10,1417.6,1440.0,1248,1472,64.1,"void tensorflow::functor::BlockReduceKernel<float *, float *, (int)256, tensorflow::functor::Prod<float>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,14144,13,1088.0,1088.0,1056,1120,18.5,Exp_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,12960,9,1440.0,1280.0,1088,2144,373.5,Cast_GPU_DT_INT32_DT_FLOAT_kernel
0.0,12640,6,2106.7,2016.0,1536,3136,649.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorBroadcastingOp<const Eigen::array<int, (unsigned long)2>, const Eigen::TensorMap<Eigen::Tensor<const bool, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,12256,1,12256.0,12256.0,12256,12256,0.0,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_nn_align8>(T1::Params)
0.0,12256,6,2042.7,1792.0,1760,2560,400.9,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSlicingOp<const Eigen::DSizes<long, (int)2>, const Eigen::DSizes<long, (int)2>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,12064,1,12064.0,12064.0,12064,12064,0.0,"void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, (int)256, (int)32, (int)32, (bool)0>(const T1 *, tensorflow::functor::Dimension<(int)3>, T1 *)"
0.0,11872,9,1319.1,1216.0,1152,1792,212.1,Sign_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,11296,4,2824.0,2464.0,1952,4416,1148.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,11232,13,864.0,864.0,832,896,18.5,"void cub::DeviceCompactInitKernel<cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
0.0,11168,7,1595.4,1600.0,1472,1696,87.5,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,11104,8,1388.0,1344.0,1312,1536,83.7,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSelectOp<const Eigen::TensorMap<Eigen::Tensor<const bool, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,9664,8,1208.0,1056.0,992,2080,362.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, const Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,9088,7,1298.3,1184.0,1056,1824,280.7,Square_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,8640,7,1234.3,1184.0,1152,1312,73.6,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_const_op<long>, const Eigen::TensorMap<Eigen::Tensor<long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,8544,7,1220.6,1248.0,1120,1312,74.9,Mul_GPU_DT_INT64_DT_INT64_kernel
0.0,8256,5,1651.2,1664.0,1632,1664,17.5,"void tensorflow::functor::FillPhiloxRandomKernelLaunch<tensorflow::random::UniformDistribution<tensorflow::random::PhiloxRandom, float>>(const unsigned long *, const unsigned long *, tensorflow::random::PhiloxRandom, T1::ResultElementType *, long, T1)"
0.0,7616,4,1904.0,1648.0,1280,3040,785.8,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSlicingOp<const Eigen::DSizes<int, (int)2>, const Eigen::DSizes<int, (int)2>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,7232,2,3616.0,3616.0,3584,3648,45.3,"void cub::DeviceSegmentedReduceKernel<cub::DeviceReducePolicy<float, float, int, tensorflow::functor::Prod<float>>::Policy600, float *, float *, cub::TransformInputIterator<int, tensorflow::functor::RowOffset, cub::CountingInputIterator<int, long>, long>, int, tensorflow::functor::Prod<float>, float>(T2, T3, T4, T4, int, T6, T7)"
0.0,5920,5,1184.0,1152.0,1120,1312,75.0,Less_GPU_DT_FLOAT_DT_BOOL_kernel
0.0,5760,4,1440.0,1504.0,1184,1568,173.3,"void tensorflow::functor::BlockReduceKernel<float *, tensorflow::TransformOutputIterator<float, float, tensorflow::functor::DividesBy<float, float>, long>, (int)256, tensorflow::functor::Sum<float>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,5472,2,2736.0,2736.0,2720,2752,22.6,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,4992,4,1248.0,1200.0,1120,1472,167.3,Greater_GPU_DT_INT64_DT_BOOL_kernel
0.0,4928,2,2464.0,2464.0,2432,2496,45.3,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<Eigen::half, (int)3, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorSlicingOp<const Eigen::DSizes<int, (int)3>, const Eigen::DSizes<int, (int)3>, const Eigen::TensorMap<Eigen::Tensor<const Eigen::half, (int)3, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,4896,2,2448.0,2448.0,2432,2464,22.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,4448,3,1482.7,1504.0,1408,1536,66.6,"void tensorflow::GatherOpKernel<tensorflow::AlignedVector<float, (int)4>, long, (bool)1>(const T1 *, const T2 *, T1 *, long, long, long, long)"
0.0,4160,1,4160.0,4160.0,4160,4160,0.0,"void tensorflow::functor::ShuffleInTensor3Simple<unsigned int, (int)0, (int)2, (int)1, (bool)0>(int, const T1 *, tensorflow::functor::Dimension<(int)3>, T1 *)"
0.0,3616,3,1205.3,1216.0,1184,1216,18.5,Expm1_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,3584,1,3584.0,3584.0,3584,3584,0.0,ampere_sgemm_32x32_sliced1x4_tn
0.0,3584,1,3584.0,3584.0,3584,3584,0.0,"void cub::DeviceSegmentedReduceKernel<cub::DeviceReducePolicy<float, float, int, tensorflow::functor::Sum<float>>::Policy600, float *, float *, cub::TransformInputIterator<int, tensorflow::functor::RowOffset, cub::CountingInputIterator<int, long>, long>, int, tensorflow::functor::Sum<float>, float>(T2, T3, T4, T4, int, T6, T7)"
0.0,3200,1,3200.0,3200.0,3200,3200,0.0,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float, float>, const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<const float, const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,2656,2,1328.0,1328.0,1312,1344,22.6,"void tensorflow::GatherOpKernel<tensorflow::AlignedVector<int, (int)1>, int, (bool)1>(const T1 *, const T2 *, T1 *, long, long, long, long)"
0.0,2272,2,1136.0,1136.0,1056,1216,113.1,LogicalNot_GPU_DT_BOOL_DT_BOOL_kernel
0.0,2208,2,1104.0,1104.0,1088,1120,22.6,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<long>, const Eigen::TensorMap<Eigen::Tensor<long, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,2176,1,2176.0,2176.0,2176,2176,0.0,"void tensorflow::functor::BlockReduceKernel<long *, long *, (int)256, tensorflow::functor::Sum<long>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,1408,1,1408.0,1408.0,1408,1408,0.0,Cast_GPU_DT_BOOL_DT_INT32_kernel
0.0,1344,1,1344.0,1344.0,1344,1344,0.0,Cast_GPU_DT_BOOL_DT_INT64_kernel
0.0,1344,1,1344.0,1344.0,1344,1344,0.0,Cast_GPU_DT_INT64_DT_DOUBLE_kernel
0.0,1248,1,1248.0,1248.0,1248,1248,0.0,"void tensorflow::functor::DiagPartGpuKernel<float>(int, long, const T1 *, T1 *)"
0.0,1216,1,1216.0,1216.0,1216,1216,0.0,NotEqual_GPU_DT_INT64_DT_BOOL_kernel
0.0,1184,1,1184.0,1184.0,1184,1184,0.0,Cast_GPU_DT_DOUBLE_DT_FLOAT_kernel
0.0,1184,1,1184.0,1184.0,1184,1184,0.0,"void tensorflow::functor::CleanupSegments<long *, long *, tensorflow::functor::Sum<long>>(T1, T2, int, int, int, T3, std::iterator_traits<T1>::value_type)"
0.0,1088,1,1088.0,1088.0,1088,1088,0.0,"void tensorflow::functor::BlockReduceKernel<int *, int *, (int)256, tensorflow::functor::Prod<int>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,992,1,992.0,992.0,992,992,0.0,Cast_GPU_DT_BOOL_DT_FLOAT_kernel
